listing_id,date
62033,2011-03-29
62033,2011-05-21
62033,2011-06-06
62033,2011-07-07
62033,2011-08-23
62033,2011-09-05
62033,2011-09-20
62033,2011-09-28
62033,2011-10-09
62033,2011-10-11
62033,2011-10-17
62033,2011-10-19
62033,2011-11-02
62033,2011-11-16
62033,2011-12-08
62033,2012-01-07
62033,2012-04-13
62033,2012-05-29
62033,2012-06-05
62033,2012-06-23
62033,2012-07-25
62033,2012-09-14
62033,2012-10-17
62033,2012-10-30
62033,2012-12-29
62033,2013-01-04
62033,2013-03-17
62033,2013-03-19
62033,2013-04-25
62033,2013-05-21
62033,2013-05-25
62033,2013-05-29
62033,2013-08-23
62033,2013-09-14
62033,2014-02-01
62033,2014-04-15
62033,2014-06-01
62033,2014-08-25
62033,2014-09-16
62033,2014-10-04
62033,2014-10-22
62033,2014-11-11
62033,2015-03-24
62033,2015-04-08
62033,2015-06-01
62033,2015-06-08
62033,2015-07-25
62033,2015-09-19
62033,2015-10-01
62033,2016-04-02
62033,2016-07-02
62033,2016-08-14
62033,2017-03-25
62033,2017-06-16
62033,2017-06-19
62033,2017-06-25
62033,2017-07-19
62033,2017-07-25
62033,2017-08-26
62033,2017-10-28
62033,2017-11-15
62033,2018-07-28
62033,2018-11-06
62033,2019-02-09
62033,2019-05-03
62033,2019-05-19
62033,2019-08-11
62033,2019-11-09
62033,2020-11-09
62033,2021-07-30
62033,2021-11-07
62033,2021-12-02
62033,2022-04-30
257152,2012-01-04
257152,2022-09-25
1830087,2014-05-14
1830087,2017-07-23
1830087,2017-08-20
1830087,2017-09-04
1830087,2017-09-25
1830087,2017-10-22
1830087,2017-10-26
1830087,2017-10-27
1830087,2017-11-04
1830087,2017-11-27
1830087,2017-12-02
1830087,2018-01-07
1830087,2018-01-28
1830087,2018-03-11
1830087,2018-04-20
1830087,2018-04-22
1830087,2018-04-29
1830087,2018-05-04
1830087,2018-05-24
1830087,2018-05-27
1830087,2018-05-28
1830087,2018-06-02
1830087,2018-07-27
1830087,2018-08-07
1830087,2018-08-10
1830087,2018-08-11
1830087,2018-08-25
1830087,2018-09-09
1830087,2018-12-13
1830087,2019-03-04
1830087,2019-03-07
1830087,2019-03-09
1830087,2019-04-19
1830087,2019-05-21
1830087,2019-05-26
1830087,2019-07-18
1830087,2019-08-01
1830087,2019-08-21
1830087,2019-09-08
1830087,2019-11-29
1830087,2019-12-12
1830087,2020-01-03
1830087,2020-01-27
1830087,2020-06-20
1830087,2020-09-26
1830087,2020-11-24
1830087,2021-02-18
1830087,2021-03-15
1830087,2021-04-11
1830087,2021-05-02
1830087,2021-07-07
1830087,2021-08-10
1830087,2021-08-16
1830087,2021-09-14
1830087,2021-10-03
1830087,2021-10-15
1830087,2021-10-19
1830087,2021-10-25
1830087,2021-12-19
1830087,2022-03-20
1830087,2022-04-06
1830087,2022-05-07
1830087,2022-05-10
1830087,2022-05-20
1830087,2022-06-05
1830087,2022-06-16
1830087,2022-06-20
1830087,2022-07-04
1873446,2013-11-22
1873446,2014-01-03
1873446,2014-01-19
1873446,2014-04-06
1873446,2014-04-20
1873446,2014-04-27
