listing_id,date
14175,2019-04-08
14175,2019-09-03
14175,2019-09-16
14175,2019-09-25
14175,2020-03-26
14175,2021-05-20
14175,2022-05-17
14175,2022-06-27
23686,2012-08-06
23686,2013-05-13
23686,2013-06-30
23686,2013-09-01
23686,2013-09-15
23686,2013-12-01
23686,2014-08-16
23686,2014-08-27
23686,2014-10-26
23686,2015-01-28
23686,2015-06-21
23686,2015-07-12
23686,2015-10-03
23686,2015-10-12
23686,2015-10-31
23686,2015-11-02
23686,2015-12-23
23686,2016-01-29
23686,2016-05-30
23686,2016-08-02
23686,2016-09-09
23686,2016-11-26
23686,2016-12-04
23686,2017-09-07
23686,2017-09-17
23686,2017-10-17
23686,2017-10-22
23686,2017-11-26
23686,2017-12-04
23686,2018-02-04
23686,2018-06-06
23686,2018-06-28
23686,2018-07-10
23686,2018-07-14
23686,2018-07-22
23686,2018-07-29
23686,2018-08-15
23686,2018-09-03
23686,2018-09-21
23686,2018-11-02
23686,2018-11-10
23686,2018-11-26
23686,2019-03-19
23686,2019-04-04
23686,2019-04-18
23686,2019-05-18
23686,2019-09-13
23686,2019-10-16
23686,2019-12-31
23686,2021-02-28
23686,2021-07-18
23686,2021-08-21
23686,2022-03-21
23686,2022-05-15
23686,2022-07-24
36703,2010-08-11
36703,2010-08-28
36703,2010-09-06
36703,2010-09-27
36703,2010-10-25
36703,2010-12-18
36703,2011-01-01
36703,2011-01-17
36703,2011-02-11
36703,2011-03-10
36703,2011-04-12
36703,2011-04-15
36703,2011-04-23
36703,2011-04-30
36703,2011-05-22
36703,2011-06-03
36703,2011-08-18
36703,2011-08-26
36703,2011-09-17
36703,2011-11-01
36703,2011-11-15
36703,2011-11-22
36703,2011-12-10
36703,2011-12-13
36703,2012-01-14
36703,2012-01-19
36703,2012-02-08
36703,2012-02-13
36703,2012-02-28
36703,2012-03-07
36703,2012-03-17
36703,2012-03-26
36703,2012-04-02
36703,2012-04-15
36703,2012-04-21
36703,2012-04-23
36703,2012-05-03
36703,2012-05-04
36703,2012-05-10
36703,2012-05-14
36703,2012-05-27
36703,2012-06-01
36703,2012-06-08
36703,2012-06-11
36703,2012-06-17
36703,2012-06-21
36703,2012-07-14
36703,2012-07-21
36703,2012-08-05
36703,2012-08-14
36703,2012-08-20
36703,2012-08-25
36703,2012-09-09
36703,2012-09-19
36703,2012-10-05
36703,2012-10-13
36703,2012-11-25
36703,2012-12-08
36703,2012-12-17
36703,2012-12-22
36703,2013-01-05
36703,2013-01-19
36703,2013-01-24
36703,2013-02-01
36703,2013-02-07
36703,2013-02-13
36703,2013-02-18
36703,2013-02-26
36703,2013-03-16
36703,2013-03-25
36703,2013-03-29
36703,2013-04-02
36703,2013-04-13
36703,2013-04-18
36703,2013-04-24
36703,2013-04-29
36703,2013-05-04
36703,2013-06-02
36703,2013-06-08
36703,2013-06-12
36703,2013-06-23
36703,2013-06-25
36703,2013-07-01
36703,2013-07-09
36703,2013-07-16
36703,2013-07-24
36703,2013-07-28
36703,2013-07-31
36703,2013-08-03
36703,2013-08-06
36703,2013-08-12
36703,2013-08-21
36703,2013-08-25
36703,2013-09-06
36703,2013-09-09
36703,2013-09-17
36703,2013-09-20
36703,2013-10-16
36703,2013-11-01
36703,2013-11-16
36703,2013-11-24
36703,2013-12-07
36703,2013-12-15
36703,2013-12-31
36703,2014-01-16
36703,2014-02-06
36703,2014-04-15
36703,2014-05-22
36703,2014-06-23
36703,2014-06-30
36703,2014-08-02
36703,2014-10-16
36703,2014-11-04
36703,2014-11-22
36703,2014-12-01
36703,2014-12-24
36703,2015-01-14
36703,2015-03-17
36703,2015-03-29
36703,2015-04-12
36703,2015-04-20
36703,2015-05-15
36703,2015-05-24
36703,2015-08-16
36703,2015-09-21
36703,2015-11-04
36703,2016-01-19
36703,2016-02-15
36703,2016-03-24
36703,2017-04-27
36703,2018-07-31
36703,2018-09-20
36703,2018-12-18
36703,2019-03-31
36703,2019-08-30
36703,2020-03-05
36703,2021-12-31
36703,2022-02-18
36703,2022-03-27
36703,2022-04-16
36703,2022-06-01
40669,2010-09-23
40669,2012-06-05
40669,2016-09-07
40669,2017-10-07
40669,2018-05-26
40669,2018-06-29
40669,2018-09-23
40669,2018-10-15
40669,2019-01-01
40669,2019-10-12
60164,2011-09-15
60164,2013-11-12
60164,2014-01-11
60164,2014-04-23
60164,2014-04-24
60164,2014-05-16
60164,2014-07-31
60164,2014-08-23
60164,2014-08-25
60164,2014-11-03
60164,2014-11-09
60164,2014-11-28
60164,2015-07-19
60164,2015-07-31
60164,2015-08-08
60164,2015-09-19
60164,2015-09-25
60164,2015-10-27
60164,2015-11-25
60164,2015-11-29
60164,2015-12-08
60164,2015-12-13
60164,2015-12-27
60164,2016-01-03
60164,2016-03-24
60164,2016-03-29
60164,2016-04-13
60164,2016-04-20
60164,2016-04-27
60164,2016-05-09
60164,2016-05-16
60164,2016-05-22
60164,2016-05-24
60164,2016-06-13
60164,2016-06-28
60164,2016-07-13
60164,2016-08-12
60164,2016-08-18
60164,2016-09-05
60164,2016-09-14
60164,2016-09-28
60164,2016-10-03
60164,2016-10-23
60164,2016-10-30
60164,2016-11-14
60164,2016-11-23
60164,2016-12-30
60164,2017-01-03
60164,2017-04-19
60164,2017-04-24
60164,2017-05-19
60164,2017-06-01
60164,2017-06-05
60164,2017-07-10
60164,2017-08-03
60164,2017-08-07
60164,2017-09-04
60164,2017-09-05
60164,2017-09-10
60164,2017-10-08
60164,2017-11-08
60164,2017-11-14
60164,2017-11-27
60164,2017-12-04
60164,2017-12-26
60164,2018-01-02
60164,2018-04-20
60164,2018-05-08
60164,2018-06-14
60164,2018-06-24
60164,2018-07-01
60164,2018-07-09
60164,2018-07-14
60164,2018-07-21
60164,2018-08-07
60164,2018-08-30
60164,2018-09-13
60164,2018-09-26
60164,2018-10-01
60164,2018-10-08
60164,2018-10-14
60164,2018-10-29
60164,2018-11-12
60164,2018-11-25
60164,2018-12-02
60164,2018-12-08
60164,2018-12-17
60164,2018-12-26
60164,2019-01-03
60164,2019-04-25
60164,2019-05-19
60164,2019-05-25
60164,2019-06-02
60164,2019-06-23
60164,2019-06-29
60164,2019-07-05
60164,2019-07-13
60164,2019-08-08
60164,2019-09-29
60164,2019-10-08
60164,2019-10-21
60164,2019-10-25
60164,2019-11-02
60164,2019-12-01
60164,2019-12-09
60164,2020-01-02
60164,2021-09-12
60164,2022-02-05
60164,2022-08-07
71366,2012-04-16
71366,2012-05-16
71366,2012-05-29
71366,2012-08-30
71366,2012-09-07
71366,2012-09-18
71366,2012-09-25
71366,2012-10-04
71366,2012-12-09
71366,2013-01-05
71366,2013-02-15
71366,2013-03-14
71366,2013-04-09
71366,2013-04-29
71366,2013-07-24
71366,2013-07-28
71366,2013-08-12
71366,2013-10-14
71366,2013-11-02
71366,2013-11-09
71366,2013-11-29
71366,2014-01-05
71366,2014-03-31
71366,2014-04-11
71366,2014-04-19
71366,2014-05-25
71366,2014-07-26
71366,2015-01-08
71366,2015-02-28
71366,2015-04-13
71366,2016-01-15
71366,2017-01-04
71366,2017-07-03
71366,2017-08-15
71366,2017-12-21
71366,2018-12-10
71366,2019-04-02
71366,2019-05-20
71366,2019-06-25
71366,2019-08-23
71366,2019-10-01
71366,2020-04-02
71366,2021-07-03
71366,2022-05-22
133832,2013-09-19
133832,2014-10-31
133832,2022-08-31
171455,2011-09-13
171455,2012-08-10
171455,2012-09-01
171455,2012-09-03
171455,2012-09-11
171455,2012-09-25
171455,2012-09-30
171455,2012-11-17
171455,2012-11-28
171455,2013-01-04
171455,2014-12-21
171455,2015-06-15
171455,2015-10-02
171455,2016-02-09
171455,2017-03-26
171455,2017-04-16
171455,2017-05-25
171455,2017-06-10
171455,2017-06-20
171455,2017-07-14
171455,2018-03-27
171455,2018-04-02
171455,2018-04-08
171455,2018-04-25
171455,2018-05-02
171455,2018-05-04
171455,2018-05-07
171455,2018-05-17
171455,2018-05-31
171455,2018-06-04
171455,2018-06-11
171455,2018-06-15
171455,2018-08-06
171455,2018-08-22
171455,2018-08-26
171455,2018-09-03
171455,2018-09-07
171455,2018-09-13
171455,2018-11-23
171455,2018-12-03
171455,2018-12-17
171455,2019-01-02
171455,2019-02-15
171455,2019-03-13
171455,2019-03-16
171455,2019-03-27
171455,2019-04-07
171455,2019-04-21
171455,2019-04-24
171455,2019-05-05
171455,2019-05-18
171455,2019-05-24
171455,2019-06-08
171455,2019-06-14
171455,2019-06-19
171455,2019-06-23
171455,2019-09-26
171455,2019-11-13
171455,2020-08-30
171455,2020-11-21
171455,2021-04-02
171455,2021-04-11
171455,2021-04-29
171455,2021-07-17
171455,2021-07-26
171455,2021-08-28
171455,2021-11-28
171455,2022-01-05
171455,2022-03-04
171455,2022-03-09
171455,2022-03-29
171455,2022-05-03
171455,2022-05-09
171455,2022-05-22
171455,2022-05-31
171455,2022-06-11
171455,2022-07-06
171455,2022-07-19
171455,2022-08-15
171455,2022-08-29
212109,2015-11-01
212109,2016-09-13
212109,2017-05-29
212109,2017-07-01
212109,2018-04-03
212109,2018-08-04
212109,2018-08-14
212109,2018-09-08
212109,2019-06-30
212109,2019-08-05
212109,2022-06-05
215768,2011-09-13
215768,2011-09-21
215768,2011-10-22
215768,2011-10-30
215768,2011-11-20
215768,2011-12-04
215768,2011-12-14
215768,2012-01-03
215768,2012-01-16
215768,2012-03-07
215768,2012-03-19
215768,2012-03-30
215768,2012-04-06
215768,2012-04-13
215768,2012-05-02
215768,2012-05-18
215768,2012-06-01
215768,2012-06-10
215768,2012-06-21
215768,2012-08-13
215768,2012-10-04
215768,2012-10-29
215768,2012-11-20
215768,2012-12-03
215768,2013-01-03
215768,2013-03-12
215768,2013-03-21
215768,2013-04-11
215768,2013-04-24
215768,2013-05-03
215768,2013-05-14
215768,2013-05-23
215768,2013-07-14
215768,2013-08-06
215768,2013-08-26
215768,2013-09-07
215768,2013-09-22
