listing_id,date
35082,2010-07-24
35082,2010-08-23
35082,2010-10-25
35082,2010-11-15
35082,2011-02-08
35082,2011-02-13
35082,2011-04-04
35082,2011-05-17
35082,2011-06-06
35082,2011-06-20
35082,2011-07-14
35082,2011-08-31
35082,2011-09-27
35082,2011-10-18
35082,2011-10-23
35082,2011-11-08
35082,2011-11-12
35082,2011-11-15
35082,2011-12-10
35082,2011-12-11
35082,2011-12-29
35082,2012-01-02
35082,2012-01-23
35082,2012-02-18
35082,2012-02-24
35082,2012-03-13
35082,2012-03-24
35082,2012-04-02
35082,2012-04-16
35082,2012-05-06
35082,2012-05-14
35082,2012-05-23
35082,2012-06-04
35082,2012-06-21
35082,2012-07-01
35082,2012-09-02
35082,2012-09-06
35082,2012-09-24
35082,2012-10-05
35082,2012-10-29
35082,2012-11-11
35082,2012-11-19
35082,2012-12-03
35082,2012-12-09
35082,2012-12-18
35082,2012-12-30
35082,2013-01-01
35082,2013-01-08
35082,2013-01-14
35082,2013-01-18
35082,2013-01-21
35082,2013-01-28
35082,2013-02-09
35082,2013-02-10
35082,2013-02-20
35082,2013-02-26
35082,2013-02-27
35082,2013-03-11
35082,2013-03-15
35082,2013-03-30
35082,2013-04-04
35082,2013-04-12
35082,2013-04-19
35082,2013-04-22
35082,2013-04-24
35082,2013-04-27
35082,2013-06-03
35082,2013-06-11
35082,2013-06-21
35082,2013-08-12
35082,2013-08-20
35082,2013-09-09
35082,2013-09-22
35082,2013-09-30
35082,2013-10-11
35082,2013-10-14
35082,2013-10-18
35082,2013-10-31
35082,2013-11-04
35082,2013-11-09
35082,2013-11-26
35082,2013-12-24
35082,2014-01-02
35082,2014-01-14
35082,2014-01-21
35082,2014-01-27
35082,2014-02-08
35082,2014-02-10
35082,2014-02-16
35082,2014-02-18
35082,2014-02-22
35082,2014-03-03
35082,2014-03-10
35082,2014-03-14
35082,2014-03-17
35082,2014-03-21
35082,2014-03-31
35082,2014-04-08
35082,2014-04-14
35082,2014-04-28
35082,2014-05-01
35082,2014-05-02
35082,2014-05-05
35082,2014-05-11
35082,2014-05-12
35082,2014-05-18
35082,2014-05-19
35082,2014-05-27
35082,2014-05-29
35082,2014-06-08
35082,2014-06-12
35082,2014-06-14
35082,2014-06-16
35082,2014-08-17
35082,2014-08-18
35082,2014-08-25
35082,2014-09-01
35082,2014-09-05
35082,2014-09-06
35082,2014-09-12
35082,2014-09-15
35082,2014-09-28
35082,2014-09-30
35082,2014-10-05
35082,2014-10-06
35082,2014-10-12
35082,2014-10-13
35082,2014-10-19
35082,2014-10-20
35082,2014-10-22
35082,2014-10-23
35082,2014-10-27
35082,2014-11-07
35082,2014-11-10
35082,2014-11-23
35082,2014-11-29
35082,2014-12-18
35082,2014-12-22
35082,2014-12-24
35082,2014-12-28
35082,2015-01-06
35082,2015-01-12
35082,2015-01-15
35082,2015-01-20
35082,2015-01-26
35082,2015-02-02
35082,2015-02-23
35082,2015-03-02
35082,2015-03-09
35082,2015-03-15
35082,2015-03-26
35082,2015-03-30
35082,2015-04-06
35082,2015-04-13
35082,2015-04-15
35082,2015-04-19
35082,2015-05-02
35082,2015-05-09
35082,2015-05-11
35082,2015-05-12
35082,2015-05-17
35082,2015-05-25
35082,2015-05-31
35082,2015-06-01
35082,2015-06-10
35082,2015-06-15
35082,2015-08-15
35082,2015-08-17
35082,2015-08-19
35082,2015-08-23
35082,2015-08-25
35082,2015-08-30
35082,2015-08-31
35082,2015-09-13
35082,2015-09-21
35082,2015-09-27
35082,2015-09-28
35082,2015-10-05
35082,2015-10-11
35082,2015-10-12
35082,2015-10-19
35082,2015-10-27
35082,2015-10-31
35082,2015-11-22
35082,2015-12-03
35082,2015-12-07
35082,2015-12-14
35082,2015-12-21
35082,2015-12-24
35082,2015-12-29
35082,2016-01-01
35082,2016-01-03
35082,2016-01-05
35082,2016-01-05
35082,2016-01-12
35082,2016-01-18
35082,2016-01-31
35082,2016-02-01
35082,2016-02-07
35082,2016-02-08
35082,2016-02-15
35082,2016-02-19
35082,2016-02-24
35082,2016-02-28
35082,2016-02-29
35082,2016-03-05
35082,2016-03-06
35082,2016-03-06
35082,2016-03-22
35082,2016-04-03
35082,2016-04-04
35082,2016-04-09
35082,2016-04-11
35082,2016-04-14
35082,2016-04-18
35082,2016-04-19
35082,2016-04-22
35082,2016-04-27
35082,2016-05-02
35082,2016-05-06
35082,2016-05-08
35082,2016-05-13
35082,2016-05-23
35082,2016-05-24
35082,2016-05-25
35082,2016-05-29
35082,2016-06-04
35082,2016-06-04
35082,2016-06-05
35082,2016-06-09
35082,2016-06-12
35082,2016-06-13
35082,2016-08-07
35082,2016-08-14
35082,2016-08-24
35082,2016-08-31
35082,2016-09-05
35082,2016-09-11
35082,2016-09-19
35082,2016-09-27
35082,2016-09-30
35082,2016-10-02
35082,2016-10-11
35082,2016-10-16
35082,2016-10-23
35082,2016-10-29
35082,2016-10-30
35082,2016-11-04
35082,2016-11-05
35082,2016-11-06
35082,2016-11-14
35082,2016-11-15
35082,2016-11-19
35082,2016-11-20
35082,2016-11-27
35082,2016-12-04
35082,2016-12-11
35082,2017-01-08
35082,2017-01-15
35082,2017-01-16
35082,2017-01-21
35082,2017-01-29
35082,2017-02-07
35082,2017-02-09
35082,2017-02-12
35082,2017-02-19
35082,2017-02-20
35082,2017-02-26
35082,2017-03-05
35082,2017-03-12
35082,2017-03-18
35082,2017-03-19
35082,2017-03-22
35082,2017-03-26
35082,2017-03-30
35082,2017-04-16
35082,2017-04-21
35082,2017-04-23
35082,2017-04-27
35082,2017-04-30
35082,2017-05-12
35082,2017-05-13
35082,2017-05-14
35082,2017-05-15
35082,2017-05-21
35082,2017-05-27
35082,2017-05-28
35082,2017-06-04
35082,2017-06-09
35082,2017-06-10
35082,2017-06-11
35082,2017-06-14
35082,2017-06-17
35082,2017-08-06
