listing_id,date
10262,2014-04-21
10262,2014-05-03
10262,2014-05-05
10262,2014-05-12
10262,2014-07-01
10262,2014-07-03
10262,2014-07-07
10262,2014-07-13
10262,2014-07-20
10262,2014-08-14
10262,2014-08-25
10262,2014-08-28
10262,2014-09-02
10262,2014-09-29
10262,2014-10-03
10262,2014-10-06
10262,2014-10-19
10262,2014-10-26
10262,2014-11-16
10262,2015-04-06
10262,2015-04-21
10262,2015-05-11
10262,2015-05-12
10262,2015-05-22
10262,2015-05-25
10262,2015-06-02
10262,2015-06-09
10262,2015-06-15
10262,2015-07-05
10262,2015-07-06
10262,2015-07-14
10262,2017-04-26
10262,2017-05-28
10262,2017-07-09
10262,2017-08-16
10262,2017-08-22
10262,2017-08-31
15373,2020-07-21
15373,2020-08-14
15373,2020-08-28
15373,2021-05-31
15373,2021-07-01
15373,2021-08-05
50791,2010-10-11
50791,2010-10-24
50791,2010-11-03
50791,2011-05-30
50791,2011-07-04
50791,2011-07-11
50791,2011-07-19
50791,2011-08-15
50791,2011-08-22
50791,2011-09-11
50791,2011-09-17
50791,2011-09-29
50791,2011-10-17
50791,2011-10-30
50791,2011-11-14
50791,2011-11-21
50791,2011-11-27
50791,2012-03-17
50791,2012-04-02
50791,2012-05-16
50791,2012-05-31
50791,2012-06-04
50791,2012-07-03
50791,2012-07-07
50791,2012-07-17
50791,2012-07-30
50791,2012-08-15
50791,2012-08-19
50791,2012-09-05
50791,2012-09-17
50791,2012-10-08
50791,2013-04-27
50791,2013-05-20
50791,2013-05-30
50791,2013-06-04
50791,2013-08-11
50791,2014-07-01
50791,2014-07-28
50791,2014-08-04
50791,2014-08-11
50791,2015-06-01
50791,2015-06-16
50791,2015-06-21
50791,2015-06-25
50791,2015-07-06
50791,2015-09-28
50791,2015-10-17
50791,2015-10-26
50791,2015-11-02
50791,2016-04-04
50791,2016-04-17
50791,2016-04-17
50791,2016-04-18
50791,2016-04-23
50791,2016-06-01
50791,2016-06-12
50791,2016-06-20
50791,2016-06-23
50791,2016-07-18
50791,2016-07-25
50791,2016-10-23
50791,2017-05-28
50791,2017-06-18
50791,2017-10-15
50791,2018-05-21
50791,2019-05-19
50791,2019-05-26
50791,2019-06-03
50791,2019-06-16
50791,2019-06-24
50791,2019-08-03
50791,2022-05-31
50791,2022-06-12
50791,2022-06-17
50791,2022-06-20
50791,2022-06-26
50791,2022-07-05
50791,2022-07-09
50791,2022-07-23
50791,2022-09-11
50791,2022-09-19
50791,2022-09-24
50817,2010-10-11
50817,2011-05-30
50817,2011-09-22
50817,2011-10-17
50817,2011-12-23
50817,2012-01-03
50817,2012-01-12
50817,2012-01-14
50817,2012-01-30
50817,2012-02-24
50817,2012-02-26
50817,2012-03-15
50817,2012-04-23
50817,2012-05-05
50817,2012-05-07
50817,2012-05-13
50817,2012-05-19
50817,2012-05-28
50817,2012-06-08
50817,2012-06-10
50817,2012-06-12
50817,2012-06-15
50817,2012-06-17
50817,2012-06-22
50817,2012-06-27
50817,2012-07-01
50817,2012-07-04
50817,2012-07-06
50817,2012-07-16
50817,2012-07-27
50817,2012-07-31
50817,2012-08-05
50817,2012-08-08
50817,2012-08-14
50817,2012-08-17
50817,2012-08-22
50817,2012-08-27
50817,2012-09-19
50817,2012-09-21
50817,2012-12-30
50817,2013-01-13
50817,2013-01-22
50817,2013-02-06
50817,2013-03-03
50817,2013-03-07
50817,2013-04-27
50817,2013-04-30
50817,2013-05-07
50817,2013-05-27
50817,2013-05-28
50817,2013-06-03
50817,2013-06-07
50817,2013-06-18
50817,2013-07-01
50817,2013-07-03
50817,2013-07-12
50817,2013-07-20
50817,2013-07-28
50817,2013-08-03
50817,2013-08-20
50817,2013-09-02
50817,2013-10-21
50817,2013-11-04
50817,2013-11-06
50817,2013-11-12
50817,2013-12-01
50817,2013-12-28
50817,2014-03-18
50817,2014-04-28
50817,2014-05-19
50817,2014-06-02
50817,2014-06-08
50817,2014-06-15
50817,2014-06-23
50817,2014-07-28
50817,2014-07-30
50817,2014-08-04
50817,2014-08-10
50817,2014-08-12
50817,2014-08-26
50817,2014-08-30
50817,2014-09-05
50817,2014-09-16
50817,2014-09-30
50817,2014-10-01
50817,2014-10-05
50817,2014-10-10
50817,2014-10-12
50817,2014-10-17
50817,2014-10-18
50817,2014-10-19
50817,2014-11-03
50817,2014-11-09
50817,2014-11-29
50817,2014-12-07
50817,2015-01-11
50817,2015-01-19
