listing_id,date
26445399,2018-07-28
26445399,2021-06-13
26445399,2021-07-03
26445399,2021-07-18
26445399,2021-07-30
26445399,2021-08-06
26445399,2021-08-28
26445399,2021-09-12
26445399,2021-09-25
26445399,2021-10-09
26445399,2021-10-17
26445399,2021-10-23
26445399,2021-10-30
26445399,2021-11-15
26445399,2021-11-28
26445399,2021-12-08
26445399,2021-12-23
26445399,2021-12-27
26445399,2022-08-20
20802498,2017-11-22
20802498,2018-04-19
20802498,2018-05-19
20802498,2018-07-30
20802498,2018-08-03
20802498,2018-08-12
20802498,2019-08-12
20802498,2021-01-16
20802498,2021-07-07
20802498,2021-07-28
4952,2009-08-02
4952,2009-09-04
4952,2009-10-16
4952,2009-12-10
4952,2010-06-08
4952,2010-06-25
4952,2010-10-21
4952,2010-10-25
4952,2010-10-30
4952,2011-01-17
4952,2011-01-30
4952,2011-02-18
4952,2011-03-04
4952,2011-03-22
4952,2011-04-02
4952,2011-04-12
4952,2011-06-13
4952,2011-09-14
4952,2012-01-12
4952,2012-08-29
4952,2012-09-08
4952,2012-09-11
4952,2012-09-18
4952,2013-04-20
4952,2013-04-23
4952,2013-04-26
4952,2013-04-30
4952,2013-05-06
4952,2013-12-20
4952,2014-01-19
4952,2015-12-10
4952,2015-12-29
4952,2016-01-03
4952,2016-01-06
4952,2016-01-15
4952,2016-01-26
4952,2016-01-31
4952,2016-05-16
4952,2016-05-17
4952,2016-06-10
4952,2016-06-11
4952,2016-06-13
4952,2016-06-17
4952,2016-06-25
4952,2016-12-29
4952,2017-01-14
4952,2017-01-21
4952,2017-01-25
4952,2017-01-28
4952,2017-01-31
4952,2017-02-03
4952,2017-02-05
4952,2017-02-13
4952,2017-02-17
4952,2017-02-25
4952,2017-03-01
4952,2017-03-06
4952,2017-03-08
4952,2017-03-10
4952,2017-03-15
4952,2017-03-19
4952,2017-03-22
4952,2017-03-24
4952,2017-03-29
4952,2017-04-02
4952,2017-04-05
4952,2017-04-07
4952,2017-04-10
4952,2017-04-18
4952,2018-01-01
4952,2018-01-05
4952,2018-01-06
4952,2018-01-13
4952,2018-12-20
4952,2019-01-12
4952,2022-04-02
11464,2014-06-15
11464,2014-12-13
11464,2016-08-21
11464,2018-07-28
11464,2018-08-26
11464,2019-10-11
11464,2020-11-21
11464,2021-01-17
11464,2021-02-20
11464,2021-09-10
11464,2021-10-13
11464,2021-10-24
11464,2021-11-12
11464,2021-11-16
11464,2021-12-19
11464,2022-09-06
21373,2010-05-28
21373,2011-05-07
21373,2011-06-11
21373,2011-08-19
21373,2011-09-16
21373,2011-09-21
21373,2011-11-06
21373,2011-11-10
21373,2011-12-19
21373,2012-01-16
21373,2012-03-30
21373,2012-04-14
21373,2012-04-25
21373,2012-05-01
21373,2012-05-07
21373,2012-05-12
21373,2012-05-16
21373,2012-05-19
21373,2012-05-25
21373,2012-06-26
21373,2012-07-04
21373,2012-07-10
21373,2012-07-19
21373,2012-07-22
21373,2012-07-27
21373,2012-08-04
21373,2012-08-13
21373,2012-08-19
21373,2012-08-28
21373,2012-09-01
21373,2012-12-01
21373,2013-10-25
21373,2013-12-08
21373,2014-02-02
21373,2014-02-14
21373,2014-03-09
21373,2014-03-13
21373,2014-03-28
21373,2014-05-09
21373,2014-05-16
21373,2014-07-27
21373,2014-07-30
21373,2014-09-06
21373,2014-09-25
21373,2014-09-30
21373,2014-10-04
21373,2014-10-07
21373,2014-10-11
21373,2014-10-17
21373,2014-10-21
21373,2014-12-06
21373,2014-12-15
21373,2014-12-20
21373,2015-01-04
21373,2015-01-15
21373,2015-01-17
21373,2015-02-28
21373,2015-03-07
21373,2015-03-13
21373,2015-03-23
21373,2015-04-05
21373,2015-04-14
21373,2015-04-18
21373,2015-04-22
21373,2015-04-25
21373,2015-04-30
21373,2015-05-08
21373,2015-05-16
21373,2015-08-14
21373,2015-08-17
21373,2015-08-20
21373,2015-08-31
21373,2015-09-27
21373,2015-10-04
21373,2015-10-16
21373,2015-10-18
21373,2015-10-27
21373,2015-10-30
21373,2015-11-05
21373,2015-11-07
21373,2015-11-10
21373,2015-12-01
21373,2015-12-12
21373,2015-12-19
21373,2016-01-28
21373,2016-01-30
21373,2016-02-03
21373,2016-02-05
21373,2016-03-06
21373,2016-03-10
21373,2016-03-20
21373,2016-03-24
21373,2016-03-27
21373,2016-03-30
21373,2016-04-02
21373,2016-04-06
21373,2016-04-06
21373,2016-04-08
21373,2016-04-15
21373,2016-05-02
21373,2016-05-07
21373,2016-05-14
21373,2016-05-21
21373,2016-05-27
21373,2016-05-31
21373,2016-06-13
21373,2016-06-18
21373,2016-06-20
21373,2016-06-23
21373,2016-06-30
21373,2016-07-07
21373,2016-07-10
21373,2016-07-12
21373,2016-07-16
21373,2016-07-16
21373,2016-08-28
21373,2016-10-17
21373,2016-10-21
21373,2016-11-09
21373,2016-11-10
21373,2016-11-13
21373,2016-11-16
21373,2016-11-22
21373,2016-12-13
21373,2016-12-16
21373,2017-01-07
21373,2017-01-21
21373,2017-07-01
21373,2017-09-01
21373,2017-09-09
21373,2017-09-29
21373,2017-10-11
21373,2017-10-15
21373,2017-12-16
21373,2017-12-20
21373,2018-01-01
21373,2018-01-06
21373,2018-01-16
21373,2018-01-20
21373,2018-01-27
21373,2018-02-02
21373,2018-02-20
21373,2018-02-22
21373,2018-02-25
21373,2018-02-28
21373,2018-03-10
21373,2018-03-13
21373,2018-03-17
21373,2018-03-19
21373,2018-03-28
21373,2018-03-30
21373,2018-04-02
21373,2018-04-04
21373,2018-04-09
21373,2018-04-13
21373,2018-04-15
21373,2018-04-18
21373,2018-05-06
21373,2018-05-09
21373,2018-05-12
21373,2018-05-19
21373,2018-05-24
21373,2018-05-27
21373,2018-06-03
21373,2018-06-06
21373,2018-06-07
21373,2018-06-10
21373,2018-06-17
21373,2018-06-20
21373,2018-06-22
21373,2018-06-24
21373,2018-07-03
21373,2018-07-08
21373,2018-07-13
21373,2018-07-20
21373,2018-07-22
21373,2018-07-27
21373,2018-07-28
21373,2018-08-15
21373,2018-08-16
21373,2018-08-18
21373,2018-08-20
21373,2018-08-26
21373,2018-08-28
